Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),192
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,404188.38
Extraction Timestamp,20250727_173030
Monthly Income,"12,000.00"
Total Investment Amount,"720,471.24"
Total Investment Final Value,"1,273,649.04"
Total Investment Profit After Tax,"276,166.02"
Effective Annual Return After Tax,3.14%
Weighted Monthly Payment (30 years),"8,188.96"
Weighted Cost (should be ~0),-0.11
Weighted Investment Profit,"583,528.65"
Weighted Calculation Converged,Yes
