Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),120
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,190693.35
Extraction Timestamp,20250729_032410
Monthly Income,"12,000.00"
Total Investment Amount,"100,425.98"
Total Investment Final Value,"171,518.37"
Total Investment Profit After Tax,"34,318.38"
Effective Annual Return After Tax,4.77%
Weighted Monthly Payment (30 years),"8,303.86"
Weighted Cost (should be ~0),-0.35
Weighted Investment Profit,"354,600.21"
Weighted Calculation Converged,Yes
