Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),360
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,864241.11
Extraction Timestamp,20250727_194730
Monthly Income,"12,000.00"
Total Investment Amount,"1,887,701.97"
Total Investment Final Value,"6,510,974.69"
Total Investment Profit After Tax,"2,592,089.20"
Effective Annual Return After Tax,3.72%
Weighted Monthly Payment (30 years),"8,819.21"
Weighted Cost (should be ~0),0.03
Weighted Investment Profit,"1,432,298.06"
Weighted Calculation Converged,Yes
