Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),192
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,360918.63
Extraction Timestamp,20250727_162445
Monthly Income,"12,000.00"
Total Investment Amount,"635,916.58"
Total Investment Final Value,"1,187,278.17"
Total Investment Profit After Tax,"276,954.34"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"8,453.83"
Weighted Cost (should be ~0),0.59
Weighted Investment Profit,"668,084.01"
Weighted Calculation Converged,Yes
