Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),228
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,458155.04
Extraction Timestamp,20250727_154904
Monthly Income,"12,000.00"
Total Investment Amount,"1,176,117.50"
Total Investment Final Value,"2,317,368.26"
Total Investment Profit After Tax,"583,180.06"
Effective Annual Return After Tax,3.16%
Weighted Monthly Payment (30 years),"7,499.66"
Weighted Cost (should be ~0),-0.32
Weighted Investment Profit,"559,882.19"
Weighted Calculation Converged,Yes
