Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),276
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,442377.90
Extraction Timestamp,20250727_193907
Monthly Income,"12,000.00"
Total Investment Amount,"1,428,347.39"
Total Investment Final Value,"3,655,857.37"
Total Investment Profit After Tax,"1,186,446.11"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"7,753.13"
Weighted Cost (should be ~0),-0.19
Weighted Investment Profit,"883,652.43"
Weighted Calculation Converged,Yes
