Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),144
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,345326.23
Extraction Timestamp,20250727_185613
Monthly Income,"12,000.00"
Total Investment Amount,"162,252.77"
Total Investment Final Value,"241,293.59"
Total Investment Profit After Tax,"38,072.97"
Effective Annual Return After Tax,2.90%
Weighted Monthly Payment (30 years),"9,247.75"
Weighted Cost (should be ~0),-0.75
Weighted Investment Profit,"565,746.49"
Weighted Calculation Converged,Yes
