Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),120
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,331141.05
Extraction Timestamp,20250729_035814
Monthly Income,"12,000.00"
Total Investment Amount,"45,773.26"
Total Investment Final Value,"78,153.65"
Total Investment Profit After Tax,"15,631.29"
Effective Annual Return After Tax,4.77%
Weighted Monthly Payment (30 years),"8,716.46"
Weighted Cost (should be ~0),0.32
Weighted Investment Profit,"400,180.03"
Weighted Calculation Converged,Yes
