Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),288
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,611222.20
Extraction Timestamp,20250727_230612
Monthly Income,"12,000.00"
Total Investment Amount,"1,417,918.26"
Total Investment Final Value,"3,698,535.01"
Total Investment Profit After Tax,"1,221,944.45"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"8,454.80"
Weighted Cost (should be ~0),-0.38
Weighted Investment Profit,"1,038,081.36"
Weighted Calculation Converged,Yes
