Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),276
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,635813.10
Extraction Timestamp,20250727_182523
Monthly Income,"12,000.00"
Total Investment Amount,"1,323,691.77"
Total Investment Final Value,"3,221,633.92"
Total Investment Profit After Tax,"1,006,721.95"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"8,594.48"
Weighted Cost (should be ~0),0.41
Weighted Investment Profit,"988,308.65"
Weighted Calculation Converged,Yes
