Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),324
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,461983.97
Extraction Timestamp,20250727_161318
Monthly Income,"12,000.00"
Total Investment Amount,"1,836,249.25"
Total Investment Final Value,"5,774,857.88"
Total Investment Profit After Tax,"2,166,766.63"
Effective Annual Return After Tax,3.82%
Weighted Monthly Payment (30 years),"7,435.57"
Weighted Cost (should be ~0),0.63
Weighted Investment Profit,"1,051,751.38"
Weighted Calculation Converged,Yes
