Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),360
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1230410.83
Extraction Timestamp,20250727_191005
Monthly Income,"12,000.00"
Total Investment Amount,"1,155,247.78"
Total Investment Final Value,"4,461,384.48"
Total Investment Profit After Tax,"1,870,517.16"
Effective Annual Return After Tax,4.08%
Weighted Monthly Payment (30 years),"11,448.66"
Weighted Cost (should be ~0),0.56
Weighted Investment Profit,"2,164,752.78"
Weighted Calculation Converged,Yes
