Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),336
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,446731.59
Extraction Timestamp,20250727_184334
Monthly Income,"12,000.00"
Total Investment Amount,"2,341,900.84"
Total Investment Final Value,"7,174,074.22"
Total Investment Profit After Tax,"2,662,671.94"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"6,193.04"
Weighted Cost (should be ~0),0.19
Weighted Investment Profit,"690,099.35"
Weighted Calculation Converged,Yes
