Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),108
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,149621.10
Extraction Timestamp,20250727_192842
Monthly Income,"12,000.00"
Total Investment Amount,"4,056.76"
Total Investment Final Value,"7,081.05"
Total Investment Profit After Tax,"1,460.10"
Effective Annual Return After Tax,5.55%
Weighted Monthly Payment (30 years),"8,397.35"
Weighted Cost (should be ~0),-0.07
Weighted Investment Profit,"298,869.02"
Weighted Calculation Converged,Yes
