Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),192
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,336823.65
Extraction Timestamp,20250727_230049
Monthly Income,"12,000.00"
Total Investment Amount,"787,835.97"
Total Investment Final Value,"1,417,782.99"
Total Investment Profit After Tax,"315,114.19"
Effective Annual Return After Tax,3.24%
Weighted Monthly Payment (30 years),"7,724.11"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"516,163.73"
Weighted Calculation Converged,Yes
