Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),108
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,247786.74
Extraction Timestamp,20250727_181632
Monthly Income,"12,000.00"
Total Investment Amount,60.23
Total Investment Final Value,60.69
Total Investment Profit After Tax,0.20
Effective Annual Return After Tax,0.07%
Weighted Monthly Payment (30 years),"9,127.39"
Weighted Cost (should be ~0),-0.20
Weighted Investment Profit,"386,224.10"
Weighted Calculation Converged,Yes
