Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),132
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,139829.19
Extraction Timestamp,20250727_163718
Monthly Income,"12,000.00"
Total Investment Amount,"258,196.82"
Total Investment Final Value,"403,380.36"
Total Investment Profit After Tax,"69,947.09"
Effective Annual Return After Tax,3.58%
Weighted Monthly Payment (30 years),"7,845.24"
Weighted Cost (should be ~0),-0.56
Weighted Investment Profit,"325,802.61"
Weighted Calculation Converged,Yes
