Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),288
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,434659.18
Extraction Timestamp,20250727_184205
Monthly Income,"12,000.00"
Total Investment Amount,"1,703,174.06"
Total Investment Final Value,"4,424,251.61"
Total Investment Profit After Tax,"1,456,850.79"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"7,084.01"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"752,825.85"
Weighted Calculation Converged,Yes
