Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),132
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,201379.27
Extraction Timestamp,20250727_223934
Monthly Income,"12,000.00"
Total Investment Amount,"325,131.70"
Total Investment Final Value,"464,943.13"
Total Investment Profit After Tax,"66,624.74"
Effective Annual Return After Tax,2.85%
Weighted Monthly Payment (30 years),"7,556.79"
Weighted Cost (should be ~0),-0.13
Weighted Investment Profit,"258,868.17"
Weighted Calculation Converged,Yes
