Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),276
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,847890.97
Extraction Timestamp,20250727_232543
Monthly Income,"12,000.00"
Total Investment Amount,"1,022,834.31"
Total Investment Final Value,"2,460,642.37"
Total Investment Profit After Tax,"762,471.49"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"10,126.79"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"1,289,165.60"
Weighted Calculation Converged,Yes
