Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),360
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1029418.29
Extraction Timestamp,20250728_083743
Monthly Income,"12,000.00"
Total Investment Amount,"1,424,039.21"
Total Investment Final Value,"5,364,655.38"
Total Investment Profit After Tax,"2,224,081.96"
Effective Annual Return After Tax,4.00%
Weighted Monthly Payment (30 years),"10,312.77"
Weighted Cost (should be ~0),-0.54
Weighted Investment Profit,"1,895,960.24"
Weighted Calculation Converged,Yes
