Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),360
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,557371.56
Extraction Timestamp,20250727_182753
Monthly Income,"12,000.00"
Total Investment Amount,"2,391,665.67"
Total Investment Final Value,"8,131,457.73"
Total Investment Profit After Tax,"3,212,517.79"
Effective Annual Return After Tax,3.67%
Weighted Monthly Payment (30 years),"6,772.54"
Weighted Cost (should be ~0),-0.27
Weighted Investment Profit,"928,334.06"
Weighted Calculation Converged,Yes
