Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),228
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,326563.72
Extraction Timestamp,20250727_182003
Monthly Income,"12,000.00"
Total Investment Amount,"1,192,089.37"
Total Investment Final Value,"2,472,138.10"
Total Investment Profit After Tax,"657,833.11"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"7,086.94"
Weighted Cost (should be ~0),0.48
Weighted Investment Profit,"543,911.11"
Weighted Calculation Converged,Yes
