Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),360
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,שפיצר
Total Monthly Payments,360
Total Mortgage Interest,1601900.06
Extraction Timestamp,20250729_033413
Monthly Income,"12,000.00"
Total Investment Amount,"909,416.97"
Total Investment Final Value,"4,645,254.80"
Total Investment Profit After Tax,"2,142,594.31"
Effective Annual Return After Tax,5.00%
Weighted Monthly Payment (30 years),"11,730.41"
Weighted Cost (should be ~0),-0.19
Weighted Investment Profit,"2,618,326.24"
Weighted Calculation Converged,Yes
