Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),360
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,639053.64
Extraction Timestamp,20250727_230628
Monthly Income,"12,000.00"
Total Investment Amount,"2,001,102.06"
Total Investment Final Value,"7,247,120.09"
Total Investment Profit After Tax,"2,950,194.78"
Effective Annual Return After Tax,3.88%
Weighted Monthly Payment (30 years),"7,938.66"
Weighted Cost (should be ~0),0.62
Weighted Investment Profit,"1,318,898.57"
Weighted Calculation Converged,Yes
