Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),240
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,468212.01
Extraction Timestamp,20250727_190113
Monthly Income,"12,000.00"
Total Investment Amount,"878,466.29"
Total Investment Final Value,"2,053,440.90"
Total Investment Profit After Tax,"613,210.14"
Effective Annual Return After Tax,3.79%
Weighted Monthly Payment (30 years),"8,992.09"
Weighted Cost (should be ~0),0.61
Weighted Investment Profit,"1,001,534.32"
Weighted Calculation Converged,Yes
