Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),180
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,238127.72
Extraction Timestamp,20250727_162242
Monthly Income,"12,000.00"
Total Investment Amount,"842,562.47"
Total Investment Final Value,"1,448,966.03"
Total Investment Profit After Tax,"300,494.17"
Effective Annual Return After Tax,3.19%
Weighted Monthly Payment (30 years),"6,839.18"
Weighted Cost (should be ~0),-0.06
Weighted Investment Profit,"317,437.47"
Weighted Calculation Converged,Yes
