Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),348
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,795518.88
Extraction Timestamp,20250727_151230
Monthly Income,"12,000.00"
Total Investment Amount,"1,785,329.84"
Total Investment Final Value,"5,971,612.15"
Total Investment Profit After Tax,"2,332,943.76"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"8,758.52"
Weighted Cost (should be ~0),-0.16
Weighted Investment Profit,"1,390,670.00"
Weighted Calculation Converged,Yes
