Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.75
Loan Term (months),204
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,267434.91
Extraction Timestamp,20250727_193230
Monthly Income,"12,000.00"
Total Investment Amount,"967,008.69"
Total Investment Final Value,"1,858,756.49"
Total Investment Profit After Tax,"451,039.68"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"7,141.93"
Weighted Cost (should be ~0),-0.05
Weighted Investment Profit,"480,991.26"
Weighted Calculation Converged,Yes
