Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.75
Loan Term (months),240
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,465341.46
Extraction Timestamp,20250727_160848
Monthly Income,"12,000.00"
Total Investment Amount,"1,043,313.74"
Total Investment Final Value,"2,301,484.98"
Total Investment Profit After Tax,"653,347.43"
Effective Annual Return After Tax,3.52%
Weighted Monthly Payment (30 years),"8,350.29"
Weighted Cost (should be ~0),0.57
Weighted Investment Profit,"836,686.83"
Weighted Calculation Converged,Yes
