Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),300
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,687574.46
Extraction Timestamp,20250727_155408
Monthly Income,"12,000.00"
Total Investment Amount,"1,312,547.52"
Total Investment Final Value,"3,738,033.45"
Total Investment Profit After Tax,"1,314,486.16"
Effective Annual Return After Tax,3.76%
Weighted Monthly Payment (30 years),"9,168.25"
Weighted Cost (should be ~0),0.25
Weighted Investment Profit,"1,287,452.73"
Weighted Calculation Converged,Yes
