Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),348
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,534902.88
Extraction Timestamp,20250727_182723
Monthly Income,"12,000.00"
Total Investment Amount,"2,285,088.55"
Total Investment Final Value,"7,413,563.66"
Total Investment Profit After Tax,"2,849,701.20"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"6,796.42"
Weighted Cost (should be ~0),-0.43
Weighted Investment Profit,"890,911.03"
Weighted Calculation Converged,Yes
