Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),264
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,602749.60
Extraction Timestamp,20250727_232632
Monthly Income,"12,000.00"
Total Investment Amount,"1,112,622.42"
Total Investment Final Value,"2,685,836.70"
Total Investment Profit After Tax,"830,696.35"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"8,980.50"
Weighted Cost (should be ~0),-0.59
Weighted Investment Profit,"1,055,376.99"
Weighted Calculation Converged,Yes
