Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),336
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,360058.10
Extraction Timestamp,20250727_173315
Monthly Income,"12,000.00"
Total Investment Amount,"2,222,804.97"
Total Investment Final Value,"7,135,657.93"
Total Investment Profit After Tax,"2,717,173.84"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"6,295.83"
Weighted Cost (should be ~0),0.66
Weighted Investment Profit,"809,195.69"
Weighted Calculation Converged,Yes
