Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),120
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,328762.76
Extraction Timestamp,20250729_035052
Monthly Income,"12,000.00"
Total Investment Amount,"55,024.79"
Total Investment Final Value,"91,023.28"
Total Investment Profit After Tax,"17,322.24"
Effective Annual Return After Tax,4.48%
Weighted Monthly Payment (30 years),"8,625.39"
Weighted Cost (should be ~0),-0.85
Weighted Investment Profit,"385,890.44"
Weighted Calculation Converged,Yes
