Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),324
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,1032047.65
Extraction Timestamp,20250727_192723
Monthly Income,"12,000.00"
Total Investment Amount,"1,426,826.50"
Total Investment Final Value,"3,993,500.08"
Total Investment Profit After Tax,"1,400,210.06"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"10,090.13"
Weighted Cost (should be ~0),-0.14
Weighted Investment Profit,"1,461,173.36"
Weighted Calculation Converged,Yes
