Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),300
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,375724.38
Extraction Timestamp,20250727_180319
Monthly Income,"12,000.00"
Total Investment Amount,"2,087,762.33"
Total Investment Final Value,"5,522,461.81"
Total Investment Profit After Tax,"1,848,340.41"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"5,968.83"
Weighted Cost (should be ~0),0.35
Weighted Investment Profit,"512,238.02"
Weighted Calculation Converged,Yes
