Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),264
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,453393.50
Extraction Timestamp,20250727_184122
Monthly Income,"12,000.00"
Total Investment Amount,"1,297,133.10"
Total Investment Final Value,"3,158,867.73"
Total Investment Profit After Tax,"983,410.80"
Effective Annual Return After Tax,3.61%
Weighted Monthly Payment (30 years),"7,966.90"
Weighted Cost (should be ~0),-0.59
Weighted Investment Profit,"870,866.31"
Weighted Calculation Converged,Yes
