Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),144
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,402305.32
Extraction Timestamp,20250727_234803
Monthly Income,"12,000.00"
Total Investment Amount,"81,525.34"
Total Investment Final Value,"110,996.39"
Total Investment Profit After Tax,"14,017.41"
Effective Annual Return After Tax,2.24%
Weighted Monthly Payment (30 years),"9,802.55"
Weighted Cost (should be ~0),0.36
Weighted Investment Profit,"646,475.02"
Weighted Calculation Converged,Yes
