Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),228
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,309499.73
Extraction Timestamp,20250727_170508
Monthly Income,"12,000.00"
Total Investment Amount,"1,302,824.05"
Total Investment Final Value,"2,656,579.05"
Total Investment Profit After Tax,"694,411.07"
Effective Annual Return After Tax,3.32%
Weighted Monthly Payment (30 years),"6,603.66"
Weighted Cost (should be ~0),0.07
Weighted Investment Profit,"433,176.02"
Weighted Calculation Converged,Yes
