Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),132
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,358664.58
Extraction Timestamp,20250727_183708
Monthly Income,"12,000.00"
Total Investment Amount,"116,178.55"
Total Investment Final Value,"141,467.38"
Total Investment Profit After Tax,"11,602.14"
Effective Annual Return After Tax,1.55%
Weighted Monthly Payment (30 years),"9,137.10"
Weighted Cost (should be ~0),-0.29
Weighted Investment Profit,"478,020.22"
Weighted Calculation Converged,Yes
