Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),324
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,529903.56
Extraction Timestamp,20250727_230414
Monthly Income,"12,000.00"
Total Investment Amount,"2,176,596.72"
Total Investment Final Value,"6,228,591.72"
Total Investment Profit After Tax,"2,211,897.88"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"6,652.20"
Weighted Cost (should be ~0),-0.19
Weighted Investment Profit,"711,403.09"
Weighted Calculation Converged,Yes
