Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),360
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1171598.34
Extraction Timestamp,20250728_111254
Monthly Income,"12,000.00"
Total Investment Amount,"1,468,557.36"
Total Investment Final Value,"5,076,214.20"
Total Investment Profit After Tax,"2,025,122.44"
Effective Annual Return After Tax,3.73%
Weighted Monthly Payment (30 years),"10,619.96"
Weighted Cost (should be ~0),0.98
Weighted Investment Profit,"1,851,443.62"
Weighted Calculation Converged,Yes
