Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),300
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,530906.28
Extraction Timestamp,20250727_233211
Monthly Income,"12,000.00"
Total Investment Amount,"1,398,735.24"
Total Investment Final Value,"4,125,541.67"
Total Investment Profit After Tax,"1,480,968.19"
Effective Annual Return After Tax,3.89%
Weighted Monthly Payment (30 years),"8,512.13"
Weighted Cost (should be ~0),-0.52
Weighted Investment Profit,"1,201,264.24"
Weighted Calculation Converged,Yes
