Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),252
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,753508.73
Extraction Timestamp,20250727_171228
Monthly Income,"12,000.00"
Total Investment Amount,"792,380.21"
Total Investment Final Value,"1,803,388.00"
Total Investment Profit After Tax,"529,279.33"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"10,245.84"
Weighted Cost (should be ~0),-0.99
Weighted Investment Profit,"1,231,618.81"
Weighted Calculation Converged,Yes
