Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),156
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,167035.54
Extraction Timestamp,20250727_162000
Monthly Income,"12,000.00"
Total Investment Amount,"497,581.91"
Total Investment Final Value,"830,883.31"
Total Investment Profit After Tax,"163,239.95"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"7,532.89"
Weighted Cost (should be ~0),0.10
Weighted Investment Profit,"374,418.18"
Weighted Calculation Converged,Yes
