Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),240
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,556727.83
Extraction Timestamp,20250728_100014
Monthly Income,"12,000.00"
Total Investment Amount,"1,156,462.34"
Total Investment Final Value,"2,368,949.71"
Total Investment Profit After Tax,"624,677.40"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"8,145.69"
Weighted Cost (should be ~0),0.48
Weighted Investment Profit,"723,538.14"
Weighted Calculation Converged,Yes
