Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),156
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,172499.17
Extraction Timestamp,20250727_191127
Monthly Income,"12,000.00"
Total Investment Amount,"616,783.95"
Total Investment Final Value,"988,607.52"
Total Investment Profit After Tax,"181,269.41"
Effective Annual Return After Tax,3.19%
Weighted Monthly Payment (30 years),"6,905.06"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"255,216.07"
Weighted Calculation Converged,Yes
