Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),300
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,1082813.95
Extraction Timestamp,20250727_234220
Monthly Income,"12,000.00"
Total Investment Amount,"797,708.34"
Total Investment Final Value,"2,300,981.00"
Total Investment Profit After Tax,"817,185.94"
Effective Annual Return After Tax,3.80%
Weighted Monthly Payment (30 years),"11,693.46"
Weighted Cost (should be ~0),0.66
Weighted Investment Profit,"1,802,292.32"
Weighted Calculation Converged,Yes
