Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),108
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,124684.25
Extraction Timestamp,20250727_154200
Monthly Income,"12,000.00"
Total Investment Amount,"24,197.87"
Total Investment Final Value,"39,292.23"
Total Investment Profit After Tax,"7,216.50"
Effective Annual Return After Tax,4.80%
Weighted Monthly Payment (30 years),"8,193.88"
Weighted Cost (should be ~0),0.46
Weighted Investment Profit,"273,932.69"
Weighted Calculation Converged,Yes
