Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),360
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1169267.39
Extraction Timestamp,20250727_231518
Monthly Income,"12,000.00"
Total Investment Amount,"1,582,675.70"
Total Investment Final Value,"5,250,505.87"
Total Investment Profit After Tax,"2,051,977.93"
Effective Annual Return After Tax,3.60%
Weighted Monthly Payment (30 years),"10,374.04"
Weighted Cost (should be ~0),0.48
Weighted Investment Profit,"1,737,324.78"
Weighted Calculation Converged,Yes
