Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),276
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,745174.63
Extraction Timestamp,20250728_095908
Monthly Income,"12,000.00"
Total Investment Amount,"1,296,303.65"
Total Investment Final Value,"3,018,512.03"
Total Investment Profit After Tax,"909,514.33"
Effective Annual Return After Tax,3.27%
Weighted Monthly Payment (30 years),"8,977.28"
Weighted Cost (should be ~0),-0.86
Weighted Investment Profit,"1,015,695.49"
Weighted Calculation Converged,Yes
