Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),264
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,751839.62
Extraction Timestamp,20250727_200145
Monthly Income,"12,000.00"
Total Investment Amount,"1,129,026.42"
Total Investment Final Value,"2,510,975.25"
Total Investment Profit After Tax,"723,913.60"
Effective Annual Return After Tax,3.22%
Weighted Monthly Payment (30 years),"9,312.61"
Weighted Cost (should be ~0),-0.10
Weighted Investment Profit,"1,038,973.48"
Weighted Calculation Converged,Yes
