Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),336
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,675108.94
Extraction Timestamp,20250727_153710
Monthly Income,"12,000.00"
Total Investment Amount,"1,907,754.14"
Total Investment Final Value,"5,941,972.59"
Total Investment Profit After Tax,"2,226,983.06"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"7,981.40"
Weighted Cost (should be ~0),0.78
Weighted Investment Profit,"1,124,246.64"
Weighted Calculation Converged,Yes
