Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),264
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,392879.21
Extraction Timestamp,20250727_155032
Monthly Income,"12,000.00"
Total Investment Amount,"1,630,202.62"
Total Investment Final Value,"3,761,723.75"
Total Investment Profit After Tax,"1,119,923.16"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"6,625.98"
Weighted Cost (should be ~0),-0.29
Weighted Investment Profit,"537,797.09"
Weighted Calculation Converged,Yes
