Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),120
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,109932.76
Extraction Timestamp,20250727_171936
Monthly Income,"12,000.00"
Total Investment Amount,"192,936.97"
Total Investment Final Value,"287,009.18"
Total Investment Profit After Tax,"44,870.58"
Effective Annual Return After Tax,3.50%
Weighted Monthly Payment (30 years),"7,647.32"
Weighted Cost (should be ~0),-0.23
Weighted Investment Profit,"247,062.80"
Weighted Calculation Converged,Yes
