Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),180
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,211350.76
Extraction Timestamp,20250728_085108
Monthly Income,"12,000.00"
Total Investment Amount,"763,000.93"
Total Investment Final Value,"1,354,436.22"
Total Investment Profit After Tax,"294,153.17"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"7,163.14"
Weighted Cost (should be ~0),-0.94
Weighted Investment Profit,"396,998.12"
Weighted Calculation Converged,Yes
