Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.5
Loan Term (months),228
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,429375.00
Extraction Timestamp,20250727_192015
Monthly Income,"12,000.00"
Total Investment Amount,"1,306,625.00"
Total Investment Final Value,"2,541,575.56"
Total Investment Profit After Tax,"629,869.15"
Effective Annual Return After Tax,3.09%
Weighted Monthly Payment (30 years),"6,933.10"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"429,374.91"
Weighted Calculation Converged,Yes
