Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),252
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,311465.31
Extraction Timestamp,20250727_180042
Monthly Income,"12,000.00"
Total Investment Amount,"1,599,368.88"
Total Investment Final Value,"3,554,171.43"
Total Investment Profit After Tax,"1,019,333.98"
Effective Annual Return After Tax,3.38%
Weighted Monthly Payment (30 years),"6,185.58"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"424,631.20"
Weighted Calculation Converged,Yes
