Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.0
Loan Term (months),336
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,601313.14
Extraction Timestamp,20250727_232017
Monthly Income,"12,000.00"
Total Investment Amount,"1,731,195.05"
Total Investment Final Value,"5,797,875.10"
Total Investment Profit After Tax,"2,256,781.40"
Effective Annual Return After Tax,3.89%
Weighted Monthly Payment (30 years),"8,246.25"
Weighted Cost (should be ~0),-0.84
Weighted Investment Profit,"1,300,804.11"
Weighted Calculation Converged,Yes
