Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),168
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,363192.11
Extraction Timestamp,20250727_183825
Monthly Income,"12,000.00"
Total Investment Amount,"427,347.76"
Total Investment Final Value,"707,650.25"
Total Investment Profit After Tax,"137,823.88"
Effective Annual Return After Tax,3.17%
Weighted Monthly Payment (30 years),"8,715.71"
Weighted Cost (should be ~0),0.15
Weighted Investment Profit,"588,652.38"
Weighted Calculation Converged,Yes
