Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.75
Loan Term (months),300
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,899193.45
Extraction Timestamp,20250727_225654
Monthly Income,"12,000.00"
Total Investment Amount,"1,310,665.68"
Total Investment Final Value,"3,373,191.45"
Total Investment Profit After Tax,"1,108,447.30"
Effective Annual Return After Tax,3.37%
Weighted Monthly Payment (30 years),"9,748.40"
Weighted Cost (should be ~0),0.21
Weighted Investment Profit,"1,289,334.54"
Weighted Calculation Converged,Yes
