Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),240
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,489097.20
Extraction Timestamp,20250727_230346
Monthly Income,"12,000.00"
Total Investment Amount,"1,049,331.77"
Total Investment Final Value,"2,284,972.43"
Total Investment Profit After Tax,"640,881.35"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"8,383.99"
Weighted Cost (should be ~0),-0.19
Weighted Investment Profit,"830,668.05"
Weighted Calculation Converged,Yes
