Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),132
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,304369.61
Extraction Timestamp,20250728_104534
Monthly Income,"12,000.00"
Total Investment Amount,"210,129.70"
Total Investment Final Value,"275,521.21"
Total Investment Profit After Tax,"30,618.54"
Effective Annual Return After Tax,2.14%
Weighted Monthly Payment (30 years),"8,425.39"
Weighted Cost (should be ~0),-0.31
Weighted Investment Profit,"373,869.99"
Weighted Calculation Converged,Yes
